1.22 	3.45254e-18 	-6.98323e-18 	-0.325019
1.66 	3.45254e-18 	-6.96118e-18 	-0.389989
2.1 	3.45254e-18 	-6.93894e-18 	-0.405905
2.54 	3.45254e-18 	-8.30431e-18 	-0.303489
2.98 	3.45254e-18 	-8.28171e-18 	-0.166896
3.42 	3.45254e-18 	-6.87115e-18 	-0.0641136
3.86 	3.45254e-18 	-6.84819e-18 	-0.00386389
4.3 	3.45254e-18 	-6.82504e-18 	0.0388362
4.74 	3.45254e-18 	-5.41391e-18 	0.046853
5.18 	3.45254e-18 	-2.61482e-18 	0.0508135
5.62 	3.45254e-18 	-1.2033e-18 	0.0457571
6.06 	3.45254e-18 	-1.17937e-18 	0.0410943
6.5 	3.45254e-18 	-1.15524e-18 	0.0348726
