1.22 	3.45254e-18 	-6.98323e-18 	-0.453896
1.66 	3.45254e-18 	-6.96118e-18 	-0.378413
2.1 	3.45254e-18 	-6.93894e-18 	-0.448868
2.54 	3.45254e-18 	-8.30431e-18 	-0.239089
2.98 	3.45254e-18 	-8.28171e-18 	-0.134195
3.42 	3.45254e-18 	-6.87115e-18 	-0.112941
3.86 	3.45254e-18 	-6.84819e-18 	-0.188515
4.3 	3.45254e-18 	-6.82504e-18 	-0.170326
4.74 	3.45254e-18 	-5.41391e-18 	-0.113831
5.18 	3.45254e-18 	-2.61482e-18 	-0.0912574
5.62 	3.45254e-18 	-1.2033e-18 	-0.113317
6.06 	3.45254e-18 	-1.17937e-18 	-0.141027
6.5 	3.45254e-18 	-1.15524e-18 	-0.127369
