1.22 	3.45254e-18 	-6.98323e-18 	-0.402706
1.66 	3.45254e-18 	-6.96118e-18 	-0.387426
2.1 	3.45254e-18 	-6.93894e-18 	-0.449969
2.54 	3.45254e-18 	-8.30431e-18 	-0.300894
2.98 	3.45254e-18 	-8.28171e-18 	-0.187608
3.42 	3.45254e-18 	-6.87115e-18 	-0.107366
3.86 	3.45254e-18 	-6.84819e-18 	-0.194772
4.3 	3.45254e-18 	-6.82504e-18 	-0.168583
4.74 	3.45254e-18 	-5.41391e-18 	-0.111522
5.18 	3.45254e-18 	-2.61482e-18 	-0.081488
5.62 	3.45254e-18 	-1.2033e-18 	-0.117527
6.06 	3.45254e-18 	-1.17937e-18 	-0.139352
6.5 	3.45254e-18 	-1.15524e-18 	-0.11967
