1.22 	3.45254e-18 	-6.98323e-18 	-0.302877
1.66 	3.45254e-18 	-6.96118e-18 	-0.296352
2.1 	3.45254e-18 	-6.93894e-18 	-0.341925
2.54 	3.45254e-18 	-8.30431e-18 	-0.33753
2.98 	3.45254e-18 	-8.28171e-18 	-0.307326
3.42 	3.45254e-18 	-6.87115e-18 	-0.229226
3.86 	3.45254e-18 	-6.84819e-18 	-0.2171
4.3 	3.45254e-18 	-6.82504e-18 	-0.23399
4.74 	3.45254e-18 	-5.41391e-18 	-0.222149
5.18 	3.45254e-18 	-2.61482e-18 	-0.171388
5.62 	3.45254e-18 	-1.2033e-18 	-0.131052
6.06 	3.45254e-18 	-1.17937e-18 	-0.121863
6.5 	3.45254e-18 	-1.15524e-18 	-0.139349
