1.22 	3.45254e-18 	-6.98323e-18 	-0.281974
1.66 	3.45254e-18 	-6.96118e-18 	-0.271347
2.1 	3.45254e-18 	-6.93894e-18 	-0.299167
2.54 	3.45254e-18 	-8.30431e-18 	-0.324644
2.98 	3.45254e-18 	-8.28171e-18 	-0.319639
3.42 	3.45254e-18 	-6.87115e-18 	-0.256322
3.86 	3.45254e-18 	-6.84819e-18 	-0.178224
4.3 	3.45254e-18 	-6.82504e-18 	-0.114287
4.74 	3.45254e-18 	-5.41391e-18 	-0.0653323
5.18 	3.45254e-18 	-2.61482e-18 	-0.025127
5.62 	3.45254e-18 	-1.2033e-18 	-0.00386769
6.06 	3.45254e-18 	-1.17937e-18 	0.0128477
6.5 	3.45254e-18 	-1.15524e-18 	0.0190987
