1.22 	3.45254e-18 	-6.98323e-18 	-0.503493
1.66 	3.45254e-18 	-6.96118e-18 	-0.494815
2.1 	3.45254e-18 	-6.93894e-18 	-0.38076
2.54 	3.45254e-18 	-8.30431e-18 	-0.176084
2.98 	3.45254e-18 	-8.28171e-18 	-0.118312
3.42 	3.45254e-18 	-6.87115e-18 	-0.188103
3.86 	3.45254e-18 	-6.84819e-18 	-0.167826
4.3 	3.45254e-18 	-6.82504e-18 	-0.117211
4.74 	3.45254e-18 	-5.41391e-18 	-0.0785778
5.18 	3.45254e-18 	-2.61482e-18 	-0.106663
5.62 	3.45254e-18 	-1.2033e-18 	-0.132125
6.06 	3.45254e-18 	-1.17937e-18 	-0.12738
6.5 	3.45254e-18 	-1.15524e-18 	-0.0922096
