1.22 	3.45254e-18 	-6.98323e-18 	-0.0156258
1.66 	3.45254e-18 	-6.96118e-18 	0.078965
2.1 	3.45254e-18 	-6.93894e-18 	0.0340907
2.54 	3.45254e-18 	-8.30431e-18 	0.0296006
2.98 	3.45254e-18 	-8.28171e-18 	0.0154541
3.42 	3.45254e-18 	-6.87115e-18 	0.0105748
3.86 	3.45254e-18 	-6.84819e-18 	0.00669352
4.3 	3.45254e-18 	-6.82504e-18 	0.00456838
4.74 	3.45254e-18 	-5.41391e-18 	0.00311685
5.18 	3.45254e-18 	-2.61482e-18 	0.00219281
5.62 	3.45254e-18 	-1.2033e-18 	0.00156696
6.06 	3.45254e-18 	-1.17937e-18 	0.00113951
6.5 	3.45254e-18 	-1.15524e-18 	0.000840317
