1.22 	3.45254e-18 	-6.98323e-18 	-0.433005
1.66 	3.45254e-18 	-6.96118e-18 	-0.37971
2.1 	3.45254e-18 	-6.93894e-18 	-0.317643
2.54 	3.45254e-18 	-8.30431e-18 	-0.271207
2.98 	3.45254e-18 	-8.28171e-18 	-0.183363
3.42 	3.45254e-18 	-6.87115e-18 	-0.10173
3.86 	3.45254e-18 	-6.84819e-18 	-0.106526
4.3 	3.45254e-18 	-6.82504e-18 	-0.168372
4.74 	3.45254e-18 	-5.41391e-18 	-0.149497
5.18 	3.45254e-18 	-2.61482e-18 	-0.117087
5.62 	3.45254e-18 	-1.2033e-18 	-0.0837418
6.06 	3.45254e-18 	-1.17937e-18 	-0.095516
6.5 	3.45254e-18 	-1.15524e-18 	-0.111075
