1.22 	3.45254e-18 	-6.98323e-18 	-0.301943
1.66 	3.45254e-18 	-6.96118e-18 	-0.294395
2.1 	3.45254e-18 	-6.93894e-18 	-0.363936
2.54 	3.45254e-18 	-8.30431e-18 	-0.36103
2.98 	3.45254e-18 	-8.28171e-18 	-0.279438
3.42 	3.45254e-18 	-6.87115e-18 	-0.189953
3.86 	3.45254e-18 	-6.84819e-18 	-0.108893
4.3 	3.45254e-18 	-6.82504e-18 	-0.0453607
4.74 	3.45254e-18 	-5.41391e-18 	-0.0084978
5.18 	3.45254e-18 	-2.61482e-18 	0.0187634
5.62 	3.45254e-18 	-1.2033e-18 	0.0279531
6.06 	3.45254e-18 	-1.17937e-18 	0.0336925
6.5 	3.45254e-18 	-1.15524e-18 	0.0331226
