1.22 	3.45254e-18 	-6.98323e-18 	-0.405371
1.66 	3.45254e-18 	-6.96118e-18 	-0.387822
2.1 	3.45254e-18 	-6.93894e-18 	-0.348855
2.54 	3.45254e-18 	-8.30431e-18 	-0.339235
2.98 	3.45254e-18 	-8.28171e-18 	-0.221085
3.42 	3.45254e-18 	-6.87115e-18 	-0.110183
3.86 	3.45254e-18 	-6.84819e-18 	-0.141243
4.3 	3.45254e-18 	-6.82504e-18 	-0.18493
4.74 	3.45254e-18 	-5.41391e-18 	-0.143196
5.18 	3.45254e-18 	-2.61482e-18 	-0.0926449
5.62 	3.45254e-18 	-1.2033e-18 	-0.0897927
6.06 	3.45254e-18 	-1.17937e-18 	-0.125566
6.5 	3.45254e-18 	-1.15524e-18 	-0.132211
