1.22 	3.45254e-18 	-6.98323e-18 	-0.354075
1.66 	3.45254e-18 	-6.96118e-18 	-0.362602
2.1 	3.45254e-18 	-6.93894e-18 	-0.38669
2.54 	3.45254e-18 	-8.30431e-18 	-0.335802
2.98 	3.45254e-18 	-8.28171e-18 	-0.216703
3.42 	3.45254e-18 	-6.87115e-18 	-0.15167
3.86 	3.45254e-18 	-6.84819e-18 	-0.202292
4.3 	3.45254e-18 	-6.82504e-18 	-0.173704
4.74 	3.45254e-18 	-5.41391e-18 	-0.125083
5.18 	3.45254e-18 	-2.61482e-18 	-0.0954871
5.62 	3.45254e-18 	-1.2033e-18 	-0.116527
6.06 	3.45254e-18 	-1.17937e-18 	-0.132871
6.5 	3.45254e-18 	-1.15524e-18 	-0.121452
