1.22 	3.45254e-18 	-6.98323e-18 	-0.260952
1.66 	3.45254e-18 	-6.96118e-18 	-0.254714
2.1 	3.45254e-18 	-6.93894e-18 	-0.2706
2.54 	3.45254e-18 	-8.30431e-18 	-0.261719
2.98 	3.45254e-18 	-8.28171e-18 	-0.273654
3.42 	3.45254e-18 	-6.87115e-18 	-0.267305
3.86 	3.45254e-18 	-6.84819e-18 	-0.235591
4.3 	3.45254e-18 	-6.82504e-18 	-0.187329
4.74 	3.45254e-18 	-5.41391e-18 	-0.136682
5.18 	3.45254e-18 	-2.61482e-18 	-0.0923174
5.62 	3.45254e-18 	-1.2033e-18 	-0.0602613
6.06 	3.45254e-18 	-1.17937e-18 	-0.034199
6.5 	3.45254e-18 	-1.15524e-18 	-0.0182377
