1.22 	3.45254e-18 	-6.98323e-18 	-0.263063
1.66 	3.45254e-18 	-6.96118e-18 	-0.259405
2.1 	3.45254e-18 	-6.93894e-18 	-0.273678
2.54 	3.45254e-18 	-8.30431e-18 	-0.268392
2.98 	3.45254e-18 	-8.28171e-18 	-0.287507
3.42 	3.45254e-18 	-6.87115e-18 	-0.271228
3.86 	3.45254e-18 	-6.84819e-18 	-0.224852
4.3 	3.45254e-18 	-6.82504e-18 	-0.172352
4.74 	3.45254e-18 	-5.41391e-18 	-0.121652
5.18 	3.45254e-18 	-2.61482e-18 	-0.0788153
5.62 	3.45254e-18 	-1.2033e-18 	-0.0480898
6.06 	3.45254e-18 	-1.17937e-18 	-0.0225935
6.5 	3.45254e-18 	-1.15524e-18 	-0.00747938
