1.22 	3.45254e-18 	-6.98323e-18 	-0.519202
1.66 	3.45254e-18 	-6.96118e-18 	-0.418239
2.1 	3.45254e-18 	-6.93894e-18 	-0.240707
2.54 	3.45254e-18 	-8.30431e-18 	-0.245966
2.98 	3.45254e-18 	-8.28171e-18 	-0.231127
3.42 	3.45254e-18 	-6.87115e-18 	-0.135643
3.86 	3.45254e-18 	-6.84819e-18 	-0.0972353
4.3 	3.45254e-18 	-6.82504e-18 	-0.124437
4.74 	3.45254e-18 	-5.41391e-18 	-0.163173
5.18 	3.45254e-18 	-2.61482e-18 	-0.149592
5.62 	3.45254e-18 	-1.2033e-18 	-0.112004
6.06 	3.45254e-18 	-1.17937e-18 	-0.0823296
6.5 	3.45254e-18 	-1.15524e-18 	-0.0996464
