1.22 	3.45254e-18 	-6.98323e-18 	0.0681165
1.66 	3.45254e-18 	-6.96118e-18 	-0.00483173
2.1 	3.45254e-18 	-6.93894e-18 	-0.00758073
2.54 	3.45254e-18 	-8.30431e-18 	-0.0108251
2.98 	3.45254e-18 	-8.28171e-18 	-0.0115279
3.42 	3.45254e-18 	-6.87115e-18 	-0.0110212
3.86 	3.45254e-18 	-6.84819e-18 	-0.0100865
4.3 	3.45254e-18 	-6.82504e-18 	-0.0090623
4.74 	3.45254e-18 	-5.41391e-18 	-0.00800916
5.18 	3.45254e-18 	-2.61482e-18 	-0.00710274
5.62 	3.45254e-18 	-1.2033e-18 	-0.00623525
6.06 	3.45254e-18 	-1.17937e-18 	-0.00538747
6.5 	3.45254e-18 	-1.15524e-18 	-0.00473007
